project,message,level,rule_id,location,report_name
NLog,"The call to `LogBuilder LogBuilder.Property(Object,Object)` may trigger the following issue: `LogBuilder LogBuilder.Message(String)().NLog.Fluent.LogBuilder._logEvent->NLog.LogEventInfo._properties` could be null (from the call to `LogBuilder.Property(...)` on line 238) and is dereferenced in the call to `LogBuilder.Property(...)`.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Fluent/LogBuilderTests.cs 335:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (last assigned on line 420) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Fluent/LogEventBuilderTests.cs 439:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory`1<!0>() on line 104 is not closed after the last access at line 108, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/GetLoggerTests.cs 108:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory`1<!0>() on line 120 is not closed after the last access at line 123, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/GetLoggerTests.cs 123:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (last assigned on line 170) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/GetLoggerTests.cs 171:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Internal.FileAppenders.FileAppenderCache() on line 63 is not closed after the last access at line 67, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/FileAppenders/FileAppenderCacheTests.cs 67:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Internal.ReusableStreamCreator(), indirectly via call to `FileTarget()` on line 145 is not closed after the last access at line 160, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/FileAppenders/FileAppenderCacheTests.cs 160:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Internal.ReusableStreamCreator(), indirectly via call to `FileTarget()` on line 174 is not closed after the last access at line 175, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/FileAppenders/FileAppenderCacheTests.cs 175:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Internal.ReusableStreamCreator(), indirectly via call to `FileTarget()` on line 182 is not closed after the last access at line 183, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/FileAppenders/FileAppenderCacheTests.cs 183:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Internal.ReusableStreamCreator(), indirectly via call to `FileTarget()` on line 193 is not closed after the last access at line 194, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/FileAppenders/FileAppenderCacheTests.cs 194:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Internal.NetworkSenders.SslSocketProxy(), indirectly via call to `TcpNetworkSender.CreateSocket(...)` on line 140 is not closed after the last access at line 141, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/NetworkSenders/TcpNetworkSenderTests.cs 141:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Internal.NetworkSenders.UdpNetworkSender() on line 50 is not closed after the last access at line 53, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/NetworkSenders/UdpNetworkSenderTests.cs 53:13,NLog_tests_NLog.UnitTests.sarif
NLog,`dictionary` could be null (from the call to `LogEventInfo.get_Properties()` on line 48) and is dereferenced.,error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/PropertiesDictionaryTests.cs 50:34,NLog_tests_NLog.UnitTests.sarif
NLog,`dictionary` could be null (from the call to `LogEventInfo.get_Properties()` on line 74) and is dereferenced.,error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/PropertiesDictionaryTests.cs 75:13,NLog_tests_NLog.UnitTests.sarif
NLog,`dictionary` could be null (last assigned on line 102) and is dereferenced.,error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/PropertiesDictionaryTests.cs 105:34,NLog_tests_NLog.UnitTests.sarif
NLog,`dictionary` could be null (last assigned on line 128) and is dereferenced.,error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/PropertiesDictionaryTests.cs 130:13,NLog_tests_NLog.UnitTests.sarif
NLog,`dictionary` could be null (last assigned on line 269) and is dereferenced.,error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/PropertiesDictionaryTests.cs 272:13,NLog_tests_NLog.UnitTests.sarif
NLog,`dictionary` could be null (last assigned on line 359) and is dereferenced.,error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/PropertiesDictionaryTests.cs 366:13,NLog_tests_NLog.UnitTests.sarif
NLog,`dictionary` could be null (last assigned on line 444) and is dereferenced.,error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/PropertiesDictionaryTests.cs 451:13,NLog_tests_NLog.UnitTests.sarif
NLog,`dictionary` could be null (last assigned on line 470) and is dereferenced.,error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Internal/PropertiesDictionaryTests.cs 478:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory() on line 1082 is not closed after the last access at line 1094, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LayoutRenderers/CallSite/CallSiteTests.cs 1094:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory() on line 1118 is not closed after the last access at line 1130, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LayoutRenderers/CallSite/CallSiteTests.cs 1130:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (from the call to `LogEventInfo.get_Properties()` on line 279) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LayoutRenderers/Contexts/AllEventPropertiesTests.cs 279:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory() on line 188 is not closed after the last access at line 188, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LayoutRenderers/DateTime/DateTests.cs 188:17,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (from the call to `LogEventInfo.Create(...)` on line 199) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LayoutRenderers/Wrappers/WhenTests.cs 200:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (from the call to `JsonLayout()` on line 465) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Layouts/JsonLayoutTests.cs 471:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (from the call to `JsonLayout()` on line 509) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Layouts/JsonLayoutTests.cs 520:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (from the call to `JsonLayout()` on line 1077) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Layouts/JsonLayoutTests.cs 1087:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (from the call to `LogEventInfo.set_Message(...)` on line 1119) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Layouts/JsonLayoutTests.cs 1126:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (from the call to `LogEventInfo.Create(...)` on line 1028) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Layouts/LayoutTypedTests.cs 1029:13,NLog_tests_NLog.UnitTests.sarif
NLog,`l` could be null (last assigned on line 620) and is dereferenced.,error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Layouts/SimpleLayoutParserTests.cs 623:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (from the call to `XmlLayout()` on line 251) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Layouts/XmlLayoutTests.cs 260:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (from the call to `XmlLayout()` on line 276) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Layouts/XmlLayoutTests.cs 287:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (from the call to `XmlLayout()` on line 304) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Layouts/XmlLayoutTests.cs 316:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (from the call to `XmlLayout()` on line 331) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Layouts/XmlLayoutTests.cs 343:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory() on line 80 is not closed after the last access at line 80, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LogFactoryTests.cs 80:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory() on line 96 is not closed after the last access at line 96, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LogFactoryTests.cs 96:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory() on line 287 is not closed after the last access at line 287, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LogFactoryTests.cs 287:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory$LogEnabler(), indirectly via call to `LogFactory.SuspendLogging()` on line 313 is not closed after the last access at line 313, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LogFactoryTests.cs 313:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory$LogEnabler(), indirectly via call to `LogFactory.SuspendLogging()` on line 330 is not closed after the last access at line 330, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LogFactoryTests.cs 330:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory() on line 354 is not closed after the last access at line 368, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LogFactoryTests.cs 368:13,NLog_tests_NLog.UnitTests.sarif
NLog,`props` could be null (last assigned on line 2717) and is dereferenced.,error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LoggerTests.cs 2719:13,NLog_tests_NLog.UnitTests.sarif
NLog,`props` could be null (last assigned on line 2727) and is dereferenced.,error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/LoggerTests.cs 2730:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.UnitTests.NLogTestBase$Logger() on line 367 is not closed after the last access at line 385, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/NLogTestBase.cs 385:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.NLogTraceListener() on line 76 is not closed after the last access at line 76, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/NLogTraceListenerTests.cs 76:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.NLogTraceListener() on line 103 is not closed after the last access at line 103, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/NLogTraceListenerTests.cs 103:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.NLogTraceListener() on line 130 is not closed after the last access at line 130, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/NLogTraceListenerTests.cs 130:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.NLogTraceListener() on line 139 is not closed after the last access at line 148, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/NLogTraceListenerTests.cs 148:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.NLogTraceListener() on line 163 is not closed after the last access at line 163, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/NLogTraceListenerTests.cs 163:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.NLogTraceListener() on line 184 is not closed after the last access at line 184, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/NLogTraceListenerTests.cs 184:13,NLog_tests_NLog.UnitTests.sarif
NLog,"`IDictionary`2<!0,!1> LogEventInfo.get_Properties()()` could be null (from the call to `LogEventInfo.set_Message(...)` on line 639) and is dereferenced.",error,NULLPTR_DEREFERENCE,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/EventLogTargetTests.cs 641:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Internal.ReusableStreamCreator(), indirectly via call to `FileTarget()` on line 2524 is not closed after the last access at line 2528, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/FileTargetTests.cs 2528:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Internal.ReusableStreamCreator(), indirectly via call to `FileTarget()` on line 4085 is not closed after the last access at line 4091, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/FileTargetTests.cs 4091:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Internal.ReusableStreamCreator(), indirectly via call to `FileTarget(...)` on line 4338 is not closed after the last access at line 4348, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/FileTargetTests.cs 4348:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Targets.NetworkTarget() on line 133 is not closed after the last access at line 142, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/NetworkTargetTests.cs 142:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Read/Write race. Non-private method `TargetTests$MyTarget.InitializeTarget()` reads without synchronization from `this.NLog.UnitTests.Targets.TargetTests$MyTarget.inBlockingOperation`. Potentially races with write in method `TargetTests$MyTarget.BlockingOperation(...)`.
 Reporting because another access to the same memory occurs on a background thread, although this access may not.",warning,THREAD_SAFETY_VIOLATION,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/TargetTests.cs 681:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Read/Write race. Non-private method `TargetTests$MyTarget.CloseTarget()` reads without synchronization from `this.NLog.UnitTests.Targets.TargetTests$MyTarget.inBlockingOperation`. Potentially races with write in method `TargetTests$MyTarget.BlockingOperation(...)`.
 Reporting because another access to the same memory occurs on a background thread, although this access may not.",warning,THREAD_SAFETY_VIOLATION,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/TargetTests.cs 688:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Read/Write race. Non-private method `TargetTests$MyTarget.FlushAsync(...)` reads without synchronization from `this.NLog.UnitTests.Targets.TargetTests$MyTarget.inBlockingOperation`. Potentially races with write in method `TargetTests$MyTarget.BlockingOperation(...)`.
 Reporting because another access to the same memory occurs on a background thread, although this access may not.",warning,THREAD_SAFETY_VIOLATION,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/TargetTests.cs 695:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Read/Write race. Non-private method `TargetTests$MyTarget.Write(...)` reads without synchronization from `this.NLog.UnitTests.Targets.TargetTests$MyTarget.inBlockingOperation`. Potentially races with write in method `TargetTests$MyTarget.BlockingOperation(...)`.
 Reporting because another access to the same memory occurs on a background thread, although this access may not.",warning,THREAD_SAFETY_VIOLATION,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/TargetTests.cs 702:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Read/Write race. Non-private method `TargetTests$MyTarget.Write(...)` reads without synchronization from `this.NLog.UnitTests.Targets.TargetTests$MyTarget.inBlockingOperation`. Potentially races with write in method `TargetTests$MyTarget.BlockingOperation(...)`.
 Reporting because another access to the same memory occurs on a background thread, although this access may not.",warning,THREAD_SAFETY_VIOLATION,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/TargetTests.cs 708:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Read/Write race. Non-private method `TargetTests$MyTarget.Write(...)` reads without synchronization from `this.NLog.UnitTests.Targets.TargetTests$MyTarget.inBlockingOperation`. Potentially races with write in method `TargetTests$MyTarget.BlockingOperation(...)`.
 Reporting because another access to the same memory occurs on a background thread, although this access may not.",warning,THREAD_SAFETY_VIOLATION,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/TargetTests.cs 715:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Targets.Wrappers.AsyncTargetWrapper() on line 51 is not closed after the last access at line 55, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/AsyncTargetWrapperTests.cs 55:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Targets.Wrappers.AsyncTargetWrapper() on line 62 is not closed after the last access at line 70, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/AsyncTargetWrapperTests.cs 70:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Read/Write race. Non-private method `AsyncTargetWrapperTests$<>c__DisplayClass8_1.<AsyncTargetWrapperFlushTest>b__3(...)` reads without synchronization from container `this.NLog.UnitTests.Targets.Wrappers.AsyncTargetWrapperTests$<>c__DisplayClass8_1.exceptions` via call to `List`1<!0>.get_Count()`. Potentially races with write in method `AsyncTargetWrapperTests$<>c__DisplayClass8_1.<AsyncTargetWrapperFlushTest>b__2(...)`.
 Reporting because another access to the same memory occurs on a background thread, although this access may not.",warning,THREAD_SAFETY_VIOLATION,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/AsyncTargetWrapperTests.cs 379:41,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory() on line 239 is not closed after the last access at line 250, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/AutoFlushTargetWrapperTests.cs 250:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.LogFactory(), indirectly via call to `FilteringTargetWrapperTests.CreateConfigWithCondition()` on line 330 is not closed after the last access at line 333, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/FilteringTargetWrapperTests.cs 333:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Targets.Wrappers.LimitingTargetWrapper() on line 232 is not closed after the last access at line 235, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/LimitingTargetWrapperTests.cs 235:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Targets.Wrappers.LimitingTargetWrapper() on line 242 is not closed after the last access at line 245, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/LimitingTargetWrapperTests.cs 245:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Targets.Wrappers.LimitingTargetWrapper() on line 252 is not closed after the last access at line 255, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/LimitingTargetWrapperTests.cs 255:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Targets.Wrappers.SplitGroupTarget() on line 124 is not closed after the last access at line 129, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/SplitGroupTargetTests.cs 129:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Read/Write race. Non-private method `SplitGroupTargetTests$MyTarget.get_WriteCount()` reads without synchronization from `this.NLog.UnitTests.Targets.Wrappers.SplitGroupTargetTests$MyTarget.<WriteCount>k__BackingField`. Potentially races with write in method `SplitGroupTargetTests$MyTarget.Write(...)`.
 Reporting because another access to the same memory occurs on a background thread, although this access may not.",warning,THREAD_SAFETY_VIOLATION,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/SplitGroupTargetTests.cs 145:37,NLog_tests_NLog.UnitTests.sarif
NLog,"Unprotected write. Non-private method `SplitGroupTargetTests$MyTarget.set_WriteCount(...)` writes to field `this.NLog.UnitTests.Targets.Wrappers.SplitGroupTargetTests$MyTarget.<WriteCount>k__BackingField` outside of synchronization.
 Reporting because another access to the same memory occurs on a background thread, although this access may not.",warning,THREAD_SAFETY_VIOLATION,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/SplitGroupTargetTests.cs 145:42,NLog_tests_NLog.UnitTests.sarif
NLog,"Read/Write race. Non-private method `SplitGroupTargetTests$MyTarget.get_FailCounter()` reads without synchronization from `this.NLog.UnitTests.Targets.Wrappers.SplitGroupTargetTests$MyTarget.<FailCounter>k__BackingField`. Potentially races with write in method `SplitGroupTargetTests$MyTarget.Write(...)`.
 Reporting because another access to the same memory occurs on a background thread, although this access may not.",warning,THREAD_SAFETY_VIOLATION,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/SplitGroupTargetTests.cs 146:38,NLog_tests_NLog.UnitTests.sarif
NLog,"Unprotected write. Non-private method `SplitGroupTargetTests$MyTarget.set_FailCounter(...)` writes to field `this.NLog.UnitTests.Targets.Wrappers.SplitGroupTargetTests$MyTarget.<FailCounter>k__BackingField` outside of synchronization.
 Reporting because another access to the same memory occurs on a background thread, although this access may not.",warning,THREAD_SAFETY_VIOLATION,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/SplitGroupTargetTests.cs 146:43,NLog_tests_NLog.UnitTests.sarif
NLog,"Read/Write race. Non-private method `SplitGroupTargetTests$MyTarget.Write(...)` indirectly reads without synchronization from `this.NLog.UnitTests.Targets.Wrappers.SplitGroupTargetTests$MyTarget.<FlushCount>k__BackingField`. Potentially races with write in method `SplitGroupTargetTests$MyTarget.FlushAsync(...)`.
 Reporting because this access may occur on a background thread.",warning,THREAD_SAFETY_VIOLATION,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/SplitGroupTargetTests.cs 151:17,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Targets.Wrappers.WrapperTargetBase(), indirectly via call to `WrapperTargetBaseTests$MyWrapper()` on line 52 is not closed after the last access at line 57, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/WrapperTargetBaseTests.cs 57:13,NLog_tests_NLog.UnitTests.sarif
NLog,"Resource dynamically allocated by constructor NLog.Targets.DebugTarget() on line 63 is not closed after the last access at line 69, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/NLog/tests/NLog.UnitTests/Targets/Wrappers/WrapperTargetBaseTests.cs 69:13,NLog_tests_NLog.UnitTests.sarif
